,TransactionType,Channel,CustomerAge,CustomerOccupation,AccountBalance,CustomerAge_bin,AccountBalance_bin,TransactionAmount_bin,cluster
2212,Credit,Online,19.0,Student,1806.08,1.0,1.0,1.0,1
2213,Credit,Branch,27.0,Engineer,5908.04,1.0,1.0,1.0,1
2214,Debit,Online,42.0,Engineer,4207.27,2.0,2.0,2.0,0
2215,Debit,Online,57.0,Doctor,8365.37,3.0,3.0,3.0,2
2216,Debit,Online,27.0,Engineer,7261.7,1.0,1.0,1.0,0
2217,Debit,ATM,62.0,Retired,5008.59,3.0,3.0,3.0,2
2218,Debit,Branch,24.0,Student,4287.82,1.0,1.0,1.0,1
2219,Debit,Branch,19.0,Student,690.5199999999999,1.0,1.0,1.0,1
2220,Debit,Online,26.0,Student,1788.27,1.0,1.0,1.0,1
2221,Debit,Online,42.0,Engineer,4672.8,2.0,2.0,2.0,0
2222,Credit,Online,41.0,Engineer,3677.63,2.0,2.0,2.0,3
2223,Debit,ATM,42.0,Engineer,6911.2,2.0,2.0,2.0,0
2224,Debit,Online,39.0,Doctor,12027.68,2.0,2.0,2.0,0
2225,Credit,Branch,36.0,Doctor,184.72,2.0,2.0,2.0,3
2226,Debit,Online,28.0,Student,101.25,1.0,1.0,1.0,1
2227,Debit,Branch,38.0,Engineer,5771.4,2.0,2.0,2.0,0
2228,Credit,Online,25.0,Student,193.8,1.0,1.0,1.0,1
2229,Debit,Branch,18.0,Student,941.4899999999999,1.0,1.0,1.0,1
2230,Debit,Branch,26.0,Student,566.83,1.0,1.0,1.0,1
2231,Credit,Branch,52.0,Retired,1550.48,3.0,3.0,3.0,3
2232,Debit,ATM,70.0,Doctor,9038.63,4.0,4.0,4.0,2
2233,Credit,Branch,40.0,Engineer,6640.51,2.0,2.0,2.0,3
2234,Debit,ATM,52.0,Retired,5400.44,3.0,3.0,3.0,2
2235,Debit,Branch,32.0,Doctor,6980.98,1.0,1.0,1.0,0
2236,Debit,Branch,57.0,Doctor,5209.16,3.0,3.0,3.0,2
2237,Credit,Online,53.0,Retired,2342.64,3.0,3.0,3.0,3
2238,Credit,Branch,27.0,Student,136.77,1.0,1.0,1.0,1
2239,Debit,Branch,64.0,Retired,6860.18,3.0,3.0,3.0,2
2240,Debit,Online,24.0,Student,409.26,1.0,1.0,1.0,1
2241,Debit,ATM,23.0,Student,383.58,1.0,1.0,1.0,1
2242,Debit,ATM,64.0,Retired,2411.02,3.0,3.0,3.0,2
2243,Credit,Online,36.0,Doctor,6756.13,2.0,2.0,2.0,3
2244,Debit,Online,42.0,Doctor,7879.66,2.0,2.0,2.0,0
2245,Debit,Branch,24.0,Student,9297.5,1.0,1.0,1.0,1
2246,Debit,ATM,51.0,Engineer,7531.429999999999,3.0,3.0,3.0,2
2247,Debit,ATM,25.0,Student,899.15,1.0,1.0,1.0,1
2248,Debit,ATM,54.0,Retired,1431.6,3.0,3.0,3.0,2
2249,Debit,ATM,22.0,Student,4500.26,1.0,1.0,1.0,1
2250,Credit,Online,50.0,Engineer,6735.74,3.0,3.0,3.0,3
2251,Credit,Online,73.0,Retired,3037.97,4.0,4.0,4.0,3
2252,Debit,Online,32.0,Engineer,9040.33,1.0,1.0,1.0,0
2253,Debit,ATM,26.0,Student,796.63,1.0,1.0,1.0,1
2254,Debit,Online,52.0,Engineer,9199.52,3.0,3.0,3.0,2
2255,Debit,Online,53.0,Engineer,8037.870000000001,3.0,3.0,3.0,2
2256,Debit,ATM,18.0,Student,1081.79,1.0,1.0,1.0,1
2257,Debit,ATM,34.0,Engineer,3812.87,2.0,2.0,2.0,0
2258,Credit,Branch,28.0,Engineer,940.91,1.0,1.0,1.0,1
2259,Debit,ATM,57.0,Retired,6474.34,3.0,3.0,3.0,2
2260,Credit,Online,48.0,Engineer,2498.48,2.0,2.0,2.0,3
2261,Debit,Branch,64.0,Doctor,9578.74,3.0,3.0,3.0,2
2262,Debit,ATM,49.0,Doctor,7346.66,2.0,2.0,2.0,0
2263,Debit,Branch,36.0,Engineer,8579.69,2.0,2.0,2.0,0
2264,Debit,Online,65.0,Doctor,9013.1,4.0,4.0,4.0,2
2265,Credit,ATM,45.0,Doctor,6863.02,2.0,2.0,2.0,3
2266,Credit,Online,75.0,Retired,2052.84,4.0,4.0,4.0,3
2267,Debit,ATM,21.0,Student,1887.84,1.0,1.0,1.0,1
2268,Debit,Branch,25.0,Student,6944.9,1.0,1.0,1.0,1
2269,Credit,Branch,26.0,Student,1289.48,1.0,1.0,1.0,1
2270,Debit,ATM,69.0,Doctor,13777.1,4.0,4.0,4.0,2
2271,Credit,Online,53.0,Engineer,4120.75,3.0,3.0,3.0,3
2272,Debit,Online,44.0,Doctor,10517.47,2.0,2.0,2.0,0
2273,Debit,ATM,31.0,Engineer,5414.97,1.0,1.0,1.0,0
2274,Debit,Online,59.0,Doctor,13542.41,3.0,3.0,3.0,2
2275,Debit,ATM,39.0,Engineer,5265.88,2.0,2.0,2.0,0
2276,Debit,Branch,60.0,Engineer,6937.48,3.0,3.0,3.0,2
2277,Credit,Branch,33.0,Doctor,12690.79,1.0,1.0,1.0,0
2278,Debit,Branch,48.0,Doctor,254.75,2.0,2.0,2.0,0
2279,Debit,Branch,56.0,Retired,3382.91,3.0,3.0,3.0,2
2280,Debit,Online,23.0,Student,1776.91,1.0,1.0,1.0,1
2281,Credit,Online,24.0,Student,131.25,1.0,1.0,1.0,1
